ranking;titulo;ano;nota

;1.;      Um Sonho de Liberdade;(1994);9.2;12345678910 ;;;;NOT YET RELEASED; ;;Seen;
;2.;      O Poderoso Chefão;(1972);9.2;12345678910 ;;;;NOT YET RELEASED; ;;Seen;
;3.;      Batman: O Cavaleiro das Trevas;(2008);9.0;12345678910 ;;;;NOT YET RELEASED; ;;Seen;
;4.;      O Poderoso Chefão II;(1974);9.0;12345678910 ;;;;NOT YET RELEASED; ;;Seen;
;5.;      12 Homens e uma Sentença;(1957);9.0;12345678910 ;;;;NOT YET RELEASED; ;;Seen;
;6.;      A Lista de Schindler;(1993);8.9;12345678910 ;;;;NOT YET RELEASED; ;;Seen;
;7.;      O Senhor dos Anéis: O Retorno do Rei;(2003);8.9;12345678910 ;;;;NOT YET RELEASED; ;;Seen;
;8.;      Pulp Fiction: Tempo de Violência;(1994);8.8;12345678910 ;;;;NOT YET RELEASED; ;;Seen;
;9.;      O Senhor dos Anéis: A Sociedade do Anel;(2001);8.8;12345678910 ;;;;NOT YET RELEASED; ;;Seen;
